Title,Job_Desc,Date_Posted,Remote Work Level,Location,Job Type,Job Schedule,Career Level,Travel Required,Categories,User-Agent
Back End Developer,"Full-time backend developer needed for a contract opportunity. This long-term position is 100% remote. Will be responding for working on custom sites. Experience coding WordPress themes and understanding of SASS, CSS, PHP, and JavaScript required.",12/01/20,100% Remote,Work from Anywhere,Freelance,12/01/20,Experienced,No specification,"Computer & IT,Software Development,PHP","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
"Program Manager, Payments ","Will be responsible for leading projects, build/maintain collaborations between technical teams/business owners, and for monetization including digital retail, payment processing. Must have a BA degree and three years of exp. Contract position.",12/01/20,No Remote Work Option,"San Diego, CA",Freelance,12/01/20,Manager,No specification,"Computer & IT,Gaming,Internet & Ecommerce,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Senior Kubernetes Engineer,"Lead software development, implement unit tests, mentor other engineers and conduct code reviews. 5+ years of software engineer experience is needed along with good communication skills. Work remotely. ",12/01/20,100% Remote,"Canada, or US National",Employee,12/01/20,Experienced,No,Software Development,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Network and Application Performance Engineer,"Performance engineer needed for a freelance, remote job requiring a technically focused bachelor's degree, exceptional communication skills, previous related experience. Will maintain cloud migration expertise, generate plans, monitor performance.",12/01/20,100% Remote,US National,Freelance,12/01/20,Experienced,No specification,"Client Services,Computer & IT,Networking,IT Consulting,Software Development","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Senior .NET Engineer,"Responsible for leading software development efforts, implementing unit tests and refactoring using design patterns. Experience in .NET framework, C# and JavaScript frameworks is required. MS certifications are needful. Work remotely. ",12/01/20,100% Remote,"Canada, or US National",Employee,12/01/20,Experienced,No,".NET,Software Development",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Senior Front-end Engineer,"Join a distributed team of senior level engineers to lead software development efforts, implement unit tests, refactor using design patterns and mentor engineers. 5+ years of experience is needed. Work remotely. ",12/01/20,100% Remote,"Canada, or US National",Employee,12/01/20,Experienced,No,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Senior React Native Engineer,"Lead software development, build applications, implement unit tests using TDD and relevant design patterns. Experience in React Native and mobile app development is needed along with 5+ years of experience. Work remotely. ",12/01/20,100% Remote,"Canada, or US National",Employee,12/01/20,Experienced,No,Software Development,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Senior iOS Engineer,Telecommute role performing iOS engineering in an agile environment. Use test drive testing and mentor junior engineers. Must have 5 years of software engineering experience including Swift and Cocoa Touch skills.,12/01/20,100% Remote,"Canada, or US National",Employee,12/01/20,Experienced,No specification,"iOS,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Data Science Immersive Instructor Lead,"Teach the skills and mindset for online students to take on new careers in a wide variety of Data Science roles. Must have 2+ years of professional data science experience and be an expert in SQL, Python, and related Python libraries.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No,"Computer & IT,Education & Training,Online Teaching,Teaching,Software Development,Python","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Senior Software Development Engineer in Test - Agents,"The remote SDET will develop automated test modules for the platform, create web apps and services in .NET, diagnose and report issues, and evaluate new products. Must have at least four to six years' industry experience. Solid .NET Framework exp. req.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No,"Computer & IT,Software Development,.NET,Java & Android,Python,QA & Testing",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior PHP Backend Developer,"The sr. PHP backend developer will be helping build a scalable platform and contributing to all phases of software development. Must have five or more years' backend development experience. Requires PHP, GIT, and MySQL skills. Can work remotely.",12/01/20,100% Remote,Work from Anywhere,Employee,12/01/20,Manager,No specification,"Software Development,PHP,QA & Testing,SQL,Computer & IT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Frontend Developer,"Write quality code, follow best practices, build a scalable platform that creates value and be accountable for software development. Deep experience in JavaScript and Webpack req'd. Must be a resident of CIS, EU, Canada or Russia. Work from home. ",12/01/20,100% Remote,"Russia, Canada, Belgium, Denmark, Finland, France, Greece, Germany, Hungary, Ireland, Italy, Netherlands, Norway, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, Ukraine, United Kingdom, or US National",Employee,12/01/20,Experienced,No,"Software Development,QA & Testing,Web Design",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Front End WordPress Developer and Tech Support Associate,"Will develop customer Wordpress sites, addressing technical support tickets/client requests, and creating new features/functionality for sites. Relevant experience is required. Full-time, contract position offering 100% remote work. ",12/01/20,100% Remote,Work from Anywhere,Freelance,12/01/20,Experienced,No specification,"Graphic Design,Software Development,PHP,Web Design","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Software Engineer,"Software engineer needed for a full-time, flexible hour position requiring one+ year related professional experience, technical degree, strong problem-solving skills, and app development experience. Will write code, troubleshoot and resolve issues. ",12/01/20,No Remote Work Option,"New York, NY",Employee,12/01/20,Experienced,No specification,"Internet & Ecommerce,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior Full Stack Developer,"A Senior Full Stack Developer is needed to manage several front-end/back-end projects, frequently communicate with management and clients and will evaluate and implement changes to tools and modules. Option for remote job. ",12/01/20,Option for Remote,"Los Angeles, CA",Employee,12/01/20,Experienced,No,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Cyber Threat Hunter,"Perform threat hunting and analysis to identify advanced threats. Must have experience leveraging deep knowledge of advanced attacker TTPs to identify threats in large scale datasets (8 years preferred). Full-time, remote position.",12/01/20,100% Remote,VA,Employee,12/01/20,Experienced,No,"Computer & IT,Computer Security,Networking,Project Management,Software Development","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Technical Architect,Contribute to Vault Platform architecture and application extension through Java development. Must have a bachelor's degree and 3-8 years of programming in Java or other object-oriented programming languages. Remote with some travel.,12/01/20,Partial Remote,"New York, NY",Employee,12/01/20,Experienced,"Yes, a bit","Computer & IT,Consulting,IT Consulting,Software Development,Java & Android,Python","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
"Senior Consultant - Research and Development, Quality",Help customers transform their quality management processes with a cloud-based Quality suite of applications. Must have a bachelor's degree and 10+ years' experience working with life sciences companies in the quality domain. Remote w/travel.,12/01/20,Partial Remote,"Belgium, Denmark, Finland, France, Greece, Germany, Hungary, Ireland, Italy, Netherlands, Norway, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, Ukraine, United Kingdom",Employee,12/01/20,Experienced,"Yes, a lot","Consulting,IT Consulting,Medical & Health,Pharmaceutical,Project Management,Software Development",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Associate Consultant,Work on project teams implementing cloud software applications. Must have a bachelor's degree and the ability to take business and technical concepts and express them as potential solution designs. Remote with 50-75% travel.,12/01/20,Partial Remote,"Philadelphia, PA",Employee,12/01/20,Entry-Level,"Yes, a lot","Computer & IT,Consulting,IT Consulting,Pharmaceutical,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Python Developer,"Perform coding for backend and frontend, run test automation, and tackle interesting programming problems. Must have three years of experience with Python and good understanding of HTML, SQLAlchemy, and WSGI. Freelance, remote.",12/01/20,100% Remote,Brazil,Freelance,12/01/20,Experienced,No,"Computer & IT,SQL,Software Development,Python",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Front-End Developer,"Develop or update user-facing features; resolve critical issues. Must be proficient in HTML5, CSS3, JavaScript, and PHP and have strong knowledge of UI/UX and web design. Must have a bachelor's degree. Part-time or contract position.",12/01/20,No Remote Work Option,"Richmond, VT",Freelance,12/01/20,Experienced,No specification,"Software Development,Java & Android,PHP","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Android Developer,"Full-time or part-time android developer needed for a remote opportunity with flexible scheduling. The ideal candidate will have 2+ years of experience and Android Studio, Java, and C/C++ skills. ",12/01/20,100% Remote,Work from Anywhere,Employee,12/01/20,Experienced,No specification,"Software Development,Java & Android","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
"Software Engineer, Cryptography","Seeking a software engineer for a full-time, remote job requiring a computer science or related master's degree, programming proficiency, exceptional communication skills, and familiarity with industry trends. Will develop software, resolve issues.",12/01/20,100% Remote,Work from Anywhere,Employee,12/01/20,Experienced,No specification,"Computer & IT,Software Development",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Full-Stack Developer,"Develop cloud-based and JavaScript framework products, use React and Redux for front-end, and use C#, Azure, or RESTful for backend development. Telecommute and flexible hours available as well as other interesting benefits. Full or part-time.",12/01/20,No Remote Work Option,"Bedford, NH",Employee,12/01/20,Experienced,No specification,"Software Development,.NET",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
